caso_id,resumen,empresa,mineral,comunidades,demanda_principal,tipo_normalizado,confianza,texto_ilegible,modelo,prompt_version,hash_entrada,fuente,fecha_generacion
310,"En mayo de 2004, los adjudicatarios de parcelas de la Irrigación Majes en la provincia de Caylloma, Arequipa, se vieron involucrados en un conflicto. El motivo fue la adjudicación de nuevos lotes urbanos. Las autoridades involucradas fueron el alcalde distrital de Majes, Víctor Huarca Usca, y AUTODEMA del Ministerio de Vivienda, Construcción y Saneamiento.",AUTODEMA,,Adjudicatarios de parcelas de la Irrigación Majes,El conflicto se originó por la adjudicación de nuevos lotes urbanos.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,4238072f0fd04db9623f94bccfa054c08708ff438c9cc0d97847cf5c227acc2e,gemini,2026-08-28T04:44:10+00:00
708,"En la provincia de Cutervo, la población y el Frente de Defensa de los Intereses de Cutervo (FEDIC) han expresado su descontento con la gestión del alcalde Jorge Luis Paredes Guevara. Se inició un proceso de vacancia en su contra por presunto nepotismo, y aunque hubo intentos de reconsideración, la Oficina de Asesoría Legal declaró improcedente la solicitud. Se realizaron manifestaciones y se reprogramó un paro para el 12 de agosto.",,,Cutervo,La población y regidores buscan la vacancia del alcalde por presunto nepotismo y la anulación de procesos contra dirigentes.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,d4961f862a403aef82c1854145fa3afd4ce54d88ff3cca33997ae810b220b240,gemini,2026-08-28T04:44:10+00:00
880,"La población del distrito de Accha, en la provincia de Paruro, Cusco, expresa su descontento con el alcalde Ronald Núñez Valdez. Los ciudadanos cuestionan que el alcalde solo permanezca en el distrito los fines de semana.",,,Accha,La población demanda la presencia constante del alcalde en el distrito.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,02fb4a6249f449fda905a44550e995dc69ce46cebfd8dddb5d9f9e4383f51fb5,gemini,2026-08-28T04:44:08+00:00
881,"En el distrito de Omacha, el alcalde León Álvarez es cuestionado por la población debido a la falta de seguimiento a procesos judiciales del anterior alcalde. Además, el PETT del Ministerio de Agricultura enfrenta críticas por problemas y enfrentamientos entre comunidades, originados por conflictos de linderaje entre propiedades.","PETT, Ministerio de Agricultura",,Omacha,La población de Omacha demanda el seguimiento de procesos judiciales contra el anterior alcalde y cuestiona al PETT por conflictos de linderaje entre comunidades.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,a2a40ddf359fdf963b76581f2c5ae91b4480349a6662d1b7e1e315b96ab8b8c8,gemini,2026-08-28T04:44:10+00:00
882,"La alcaldesa provincial de La Convención, Fedia Castro Melgarejo, es cuestionada desde mayo de 2004 por solicitar un adelanto de 70,000 dólares del canon gasífero sin justificación. Se le acusa de ausentarse de la ciudad por viajes constantes a Lima con fondos municipales. La alcaldesa está procesada por presunta malversación de fondos, peculado y consunción en agravio del Estado.",,gas,La Convención; Quillabamba,Se cuestiona a la alcaldesa por presunta malversación de fondos y uso indebido de recursos municipales.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,e621f7579bbb117d10d9de148952aeb7d9f3ddf800d085016964cbdabb970c8d,gemini,2026-08-28T04:44:10+00:00
1083,"En mayo de 2004, la comunidad de Chopcca, en Huancavelica, expresó descontento con la gestión del Gobierno Regional de Huancavelica y los gobiernos locales de Huancavelica, Yauli y Pucará. La población cuestionó la supuesta falta de transparencia y amenazó con una marcha de sacrificio de 3000 comuneros.",,,Chopcca,"La población de Chopcca demanda transparencia en la gestión del Gobierno Regional de Huancavelica y los gobiernos locales de Huancavelica, Yauli y Pucará.",gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,f4274f8adac0d9d8266073635aa3cdcbdce5ed075a14fb6947d0cd2730acab9d,gemini,2026-08-28T04:44:08+00:00
1084,"Docentes de Huancavelica protestaron por el nombramiento de docentes foráneos, en el marco de la Ley N° 28197. La protesta incluyó la toma del local donde se realizarían las adjudicaciones. Los hechos ocurrieron el 15 de abril de 2004.",,,Huancavelica,Los docentes protestan por el nombramiento de docentes foráneos.,laboral,alta,0,gemini-2.5-flash,v1-2026-08-28,178278614ebaf6b27d8c8e542d4a40b892b85929930228803d499097a518c060,gemini,2026-08-28T04:44:11+00:00
1192,"La población de Chavinillo cuestiona las elecciones municipales y no permite el ingreso del alcalde Abel Soto Ponciano desde el 2002. Los intentos de las autoridades por ejercer sus funciones han provocado enfrentamientos que resultaron en la muerte de varias personas, incluyendo un regidor. El alcalde y sus regidores sesionan en la localidad de Obas, ya que no pueden acceder al local municipal en Chavinillo.",,,Chavinillo; Obas,La población cuestiona las elecciones municipales y se opone al ingreso del alcalde.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,665c4252b0db22ed04731420c52fd9abdea1c061db834f21152bfc9fe8b0c7c6,gemini,2026-08-28T04:44:11+00:00
1193,Comuneros del Centro Poblado Menor de Huacash Grande reclaman al alcalde de la Municipalidad Distrital de Jacas Grande-Huamalíes por el incumplimiento de la promesa electoral de construir una carretera. El conflicto se desarrolla en el departamento de Huánuco.,,,Centro Poblado Menor de Huacash Grande,Los comuneros reclaman por el incumplimiento de la promesa electoral de construir la carretera que une Jacas Grande con el Centro Poblado de Huacash Grande.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,35c72a92918c43f3158a5853414b015feac37fc310883c0aeefebedb9237a572,gemini,2026-08-28T04:44:11+00:00
1289,"El conflicto se origina por pugnas y enfrentamientos entre los alcaldes distritales de Chincha y de San Vicente de Cañete, involucrando a los pobladores de Nuevo Ayacucho. La disputa se centra en la jurisdicción y demarcación territorial de la pampa de Melchorita, donde se ubica la planta de licuefacción de gas natural proveniente de Camisea.",planta de licuefacción de gas natural,gas natural,Nuevo Ayacucho,Se oponen a la pugna por la jurisdicción y demarcación territorial de la pampa de Melchorita.,demarcacion,alta,0,gemini-2.5-flash,v1-2026-08-28,2b0da86523745705d7467f716b40dad8643600e7780269cbcad913e8f9d76fb8,gemini,2026-08-28T04:44:11+00:00
1290,"En 2004, la población de la localidad de Estrecho y comunidades nativas del distrito de Putumayo se posesionó del frontis de la municipalidad. Exigían que la Contraloría de la República investigara al alcalde Víctor Raúl Reátegui Paredes por presunta vulneración del derecho de acceso a la información, falta de obras, malversación de fondos y apropiación ilícita.",,,localidad de Estrecho; comunidades nativas del distrito de Putumayo,La población demandaba la investigación del alcalde por presunta corrupción y falta de transparencia.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,568b7abc360bb97b6b12801b015e02ba05e59076cbc5b0ad1674d6fc50eb4b45,gemini,2026-08-28T04:44:12+00:00
1291,"En el distrito de Jenaro Herrera, se registró un conflicto en 2004. La población del distrito intentó tomar la municipalidad. El motivo fueron supuestos actos de corrupción, incumplimiento de funciones y denegación de información por parte del alcalde distrital Magno Rogelio López Vela.",,,distrito de Jenaro Herrera,"La población demandaba el cese de supuestos actos de corrupción, incumplimiento de funciones y denegación de información por parte del alcalde.",gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,af070ad7b563bf8adf8f077c05d524ac66e5d824daf4d751a16d294ae48f22ff,gemini,2026-08-28T04:44:12+00:00
1292,Jefes de comunidades nativas de Trompeteros intentaron tomar la Municipalidad Distrital de Trompeteros exigiendo la destitución del alcalde Aldo Schrader Vargas. Los manifestantes acusaron al alcalde de incumplimiento de promesas y malos manejos de los bienes y recursos municipales. Advirtieron que regresarían con más personas si no obtenían una respuesta en ocho días.,,,Comunidades Nativas de Trompeteros,Exigen la destitución del alcalde por incumplimiento de promesas y supuestos malos manejos de los bienes y recursos municipales.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,cc99b6b3fbfb618543991ce913c6b13c08425f3cf02693c143152ccb59100aec,gemini,2026-08-28T04:44:13+00:00
1732,"Accionistas, directivos, jubilados y trabajadores de la Empresa Agroindustrial Cayaltí S.A.A. en el distrito de Cayaltí, provincia de Chiclayo, se encuentran en disputa por el control de la empresa. Esta situación ha generado pugnas y enfrentamientos entre los propios pobladores. El Gobierno Regional de Lambayeque, con el apoyo de COFIDE, está involucrado en el asunto.",Empresa Agroindustrial Cayaltí S.A.A.,,Cayaltí,Disputa por el control de la Empresa Agroindustrial Cayaltí.,laboral,alta,0,gemini-2.5-flash,v1-2026-08-28,11b1074f9580ee1513538d94f3de7de795033741b727d5474e1c3d6a9552e633,gemini,2026-08-28T04:44:13+00:00
1733,Comerciantes formales e informales del Mercado Modelo en Chiclayo secuestraron al Gerente de Servicio de Saneamiento del Municipio Provincial de Chiclayo. Exigieron la paralización de los trabajos de remodelación en las inmediaciones del mercado. También intentaron tomar el local municipal.,,,Mercado Modelo,Los comerciantes exigen la paralización de los trabajos de remodelación en las inmediaciones del Mercado Modelo.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,88e907b0856cf7e6181a3f69ce97d8e78d6cc986d3c5aea001c7908aa7880ea5,gemini,2026-08-28T04:44:14+00:00
1603,"El conflicto se origina por la pugna entre el alcalde suspendido del distrito de Chao, Virú, Manuel Vargas Hilario, quien busca reasumir su cargo, y la población que lo ha expulsado. El alcalde fue suspendido por dos años de sus funciones. Este conflicto se desarrolló entre los años 2002 y 2004.",,,Chao; Virú,"La población se opone a que el alcalde suspendido, Manuel Vargas Hilario, reasuma su cargo.",gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,555bf8af213c34f839343dea161dbd7504510db44858b39b04ca090b0825f502,gemini,2026-08-28T04:44:13+00:00
1604,"En el distrito de Carabamba, provincia de Julcán, se registró un descontento con la gestión del alcalde Luis Ever Trujillo Guevara. Este descontento llevó a un proceso de revocatoria en su contra.",,,Carabamba,La población del distrito de Carabamba busca la revocatoria del alcalde Luis Ever Trujillo Guevara debido a su descontento con su gestión.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,0a440742509c45a639324a761102b3e38ee0186192c6a837b223a7ab60538f66,gemini,2026-08-28T04:44:14+00:00
1605,"En 2004, la población del distrito de Huaranchal expresó su descontento con la gestión del alcalde Ovidio Alvarado Rodríguez. Se le acusaba de falta de transparencia, enriquecimiento ilícito, malversación de fondos y peculado.",,,Huaranchal,La población demandaba transparencia en la gestión municipal y denunciaba supuestos actos de corrupción.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,470afe856586671945d38867456e7230de64eebe5f54863469a400a546d38fa0,gemini,2026-08-28T04:44:13+00:00
1606,"Los pobladores del caserío de Nueva Arenita, en el distrito de Paiján, se movilizaron y tomaron la Panamericana Norte al enterarse de que habían sido excluidos del Proyecto de Electrificación de Paiján II. Esta exclusión se debió a un informe de 1999 que indicaba la existencia de restos arqueológicos en la zona que ocupan desde 1993. El conflicto se originó por la falta de comunicación y la inacción de las instituciones para verificar la calidad de los restos arqueológicos.",,,Caserío de Nueva Arenita (antes La Arenita) del distrito de Paiján,Los pobladores demandan ser incluidos en el Proyecto de Electrificación de Paiján II y que se realice una inspección del INC sobre los restos arqueológicos.,gobierno_nacional,alta,0,gemini-2.5-flash,v1-2026-08-28,186cbfc0490d149ea4120f785c3a2172001dff5b91e19b656d7f81d0ac862f90,gemini,2026-08-28T04:44:14+00:00
2848,"Ronderos de Carmen de la Frontera consideran que el alcalde del distrito, Ananías Velásquez Torres, está colaborando con la compañía minera Majaz. Este conflicto se desarrolla en Piura durante los meses de abril y mayo de 2004.",Majaz,,Ronderos de Carmen de la Frontera,Los ronderos se oponen a la colaboración del alcalde con la compañía minera Majaz.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,dfae51b089edb6a4100ab433135c157127baaedb0d8ef8cd3d4a160645a93545,gemini,2026-08-28T04:44:14+00:00
2849,"Pobladores del distrito de Querecotillo cuestionan la inobservancia del artículo 10° de la Ley de Participación Ciudadana por parte de la ONPE. Esta situación afecta la consulta de revocatoria del alcalde Luis Márquez Morán, debido a supuestas irregularidades, abusos y maltratos a los pobladores.",,,Querecotillo,"Los pobladores demandan la consulta de revocatoria del alcalde por supuestas irregularidades, abusos y maltratos.",gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,646f5f69b523d77b0af1d1efc33427b695491198667ebcc091c790f3deb7bd66,gemini,2026-08-28T04:44:14+00:00
3042,"El Frente de Defensa de los Intereses de Yunguyo cuestionó la gestión del alcalde provincial de Yunguyo, Ernesto Gauna Mamani. El motivo fue el supuesto incumplimiento de promesas electorales. Los hechos ocurrieron entre marzo y mayo de 2004.",,,Yunguyo,Cuestionamiento a la gestión municipal y supuesto incumplimiento de promesas electorales.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,97bce9a752ddbeaed616e2fddf4f49c96f17ac674003205e075d11708fdfa9ed,gemini,2026-08-28T04:44:14+00:00
3043,"Las comunidades campesinas de Accora cuestionaron la gestión municipal del alcalde Julio Chana Alave desde abril de 2004. Exigieron el retiro de funcionarios de confianza y servidores municipales contratados, así como el cumplimiento de promesas electorales. El alcalde aceptó los requerimientos de la población en un acta.",,,comunidades campesinas de Accora,"Las comunidades campesinas cuestionan la gestión municipal y exigen el retiro de todos los funcionarios de confianza y servidores municipales contratados, así como el cumplimiento de promesas electorales.",gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,14fb9d212dcd71091c1453e35bb7bbd1287a74ce0f32aa652575ede6e36aea4c,gemini,2026-08-28T04:44:15+00:00
3044,"Organizaciones sociales encabezadas por la Central de Barrios cuestionan la gestión municipal de la Provincia de San Román por supuesto incumplimiento de promesas electorales y no haber efectuado la rendición de cuentas. Han solicitado el retiro de regidores y el despido de funcionarios de confianza. En una oportunidad, tomaron el local municipal.",,,Central de Barrios; San Román,"Cuestionan la gestión municipal por incumplimiento de promesas electorales y falta de rendición de cuentas, solicitando el retiro de regidores y el despido de funcionarios.",gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,2158238ff0f539686a64439ab129c470ede9d3b66b9c0c19eb9f30846ea68977,gemini,2026-08-28T04:44:16+00:00
3045,"El Frente de Defensa de los Intereses de Azángaro convocó a una movilización en abril de 2004 para exigir la rebaja de los sueldos del alcalde y los regidores de la Municipalidad Provincial de Azángaro. La demanda fue atendida por las autoridades. Posteriormente, apareció una bandera roja con la hoz y el martillo y un panfleto convocando a un paro para el 17 de mayo.",,,Frente de Defensa de los Intereses de Azángaro,El Frente de Defensa de los Intereses de Azángaro solicitó la rebaja de los sueldos del alcalde y los regidores.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,b5226eed0d40878ee97bd539af9cc69cfd5997fd0d7e60978dec93024615607a,gemini,2026-08-28T04:44:16+00:00
3046,"Pobladores del distrito de Asillo, provincia de Azángaro, realizaron un paro contra el alcalde y tomaron el local municipal. La Contraloría General de la República (CGR) encontró indicios de delitos de omisión, colusión, peculado y contra la fe pública por parte del alcalde. Finalmente, el alcalde y el consejo municipal fueron revocados de sus funciones.",,,Asillo; Sillota; Progreso,"Los pobladores demandan la salida del alcalde y los regidores, y el nombramiento de nuevas autoridades.",gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,e1596758b37d8b24eb13a8419a7e9483ba9cd2adc71351fe70214f217b3434fe,gemini,2026-08-28T04:44:15+00:00
3047,"Pobladores de Paucarolla tomaron el local municipal exigiendo la ejecución de obras y trabajadores municipales pidieron el pago de remuneraciones. El alcalde se comprometió a destinar recursos para obras en las comunidades campesinas. Luego del acuerdo, los manifestantes se retiraron del local municipal.",,,Paucarolla,Pobladores exigían la ejecución de obras y trabajadores municipales pedían el pago de remuneraciones.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,2666fda365a1458c9f91102434ca4a6fab54d4741aa5f41d42d9e7745667a2c3,gemini,2026-08-28T04:44:16+00:00
3048,"Las protestas de la población contra la gestión del ex alcalde Cirilo Robles derivaron en su asesinato. El gobierno nombró una Comisión de Alto Nivel para dialogar con la población, pero no logró resolver el conflicto. El JNE encargó la Alcaldía al regidor Ramón Arias Santos, lo que fue rechazado por un sector de la población, y se convocaron a elecciones complementarias.",,,Ilave,"La población protesta contra la gestión del ex alcalde y rechaza la designación del regidor Arias como alcalde encargado, demandando nuevas elecciones que incluyan al alcalde y a todos los regidores.",gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,2054b4b416b68faed9944f457e6a9175bc9f52712c23de48ee7845653d0ed959,gemini,2026-08-28T04:44:16+00:00
3259,"Un grupo de pobladores del distrito de Huicungo ha solicitado la vacancia del alcalde Carlos Benavides Fernández, acusándolo de irregularidades en el ejercicio de sus funciones. Los pobladores han tomado el local municipal para evitar que el alcalde ingrese, lo que ha provocado que el alcalde traslade su despacho a Juanjuí.",,,Huicungo,Los pobladores solicitan la vacancia del alcalde por presuntas irregularidades en sus funciones.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,974cae9e352016b268930864338f6e9165390b0c4dc5e7a8edad184adb2bc9db,gemini,2026-08-28T04:44:16+00:00
3260,Trabajadores de la Gerencia Sub Regional del Gobierno Regional del Loreto-sede Alto Amazonas exigieron la destitución del Gerente Sub Regional. Este evento tuvo lugar el 28 de abril de 2004.,,,Trabajadores de la Gerencia Sub Regional,Exigir la destitución del Gerente Sub Regional.,laboral,alta,0,gemini-2.5-flash,v1-2026-08-28,c3d1f9f040b239cc5dd936ef968c1085e2b945c6e542959f69053fe947c7f510,gemini,2026-08-28T04:44:16+00:00
3261,"Poblaciones indígenas Chayahuita y Aguaruna cuestionaron la gestión municipal del alcalde distrital de Cahuapanas, Oswaldo Peralta Rojas. Los hechos ocurrieron en San Martín entre el 27 y 29 de abril de 2004.",,,poblaciones indígenas Chayahuita; poblaciones indígenas Aguaruna,Cuestionamiento a la gestión municipal.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,6a83d88a616480f07d0b19ab5135f77e79a941405b032ba0544c9963005a4c49,gemini,2026-08-28T04:44:16+00:00
3262,"Poblaciones indígenas de Lagunas cuestionaron la gestión municipal del alcalde Rider Padilla Sinarahua y sus funcionarios. En abril de 2004, se tomó el local municipal, lo que generó enfrentamientos entre distintos grupos de la población.",,,poblaciones indígenas de Lagunas,Cuestionamiento a la gestión municipal.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,07fd0ca55a988c90b562cbc9a23fdf8efb47d9c2ad4345b82818803afab2dd66,gemini,2026-08-28T04:44:17+00:00
3349,"Pobladores del Frente de Defensa de los intereses de Candarave y agricultores de la Junta de Candarave San Pedro y Talaca expresaron su descontento con la gestión del alcalde de la Municipalidad Provincial de Candarave, Tomas Laqui Villegas. Pretenden expulsar al alcalde por presuntas irregularidades cometidas. El conflicto se desarrolló en mayo de 2004.",,,Candarave; Candarave San Pedro; Talaca,Los pobladores pretenden expulsar al alcalde por presuntas irregularidades cometidas en su gestión.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,7329cb0d409b5a6e5feea9e2a5692039bbaff9ac6445aae3996dcf66ca66b323,gemini,2026-08-28T04:44:18+00:00
3435,"El 13 de enero de 2004, se registraron conflictos por la propiedad de terrenos en 90 asentamientos humanos de la provincia de Coronel Portillo, en Ucayali. Estos conflictos derivaron en una movilización y actos de vandalismo. Las autoridades involucradas fueron el Gobierno Regional de Ucayali y la Municipalidad Provincial de Coronel Portillo.",,,90 asentamientos humanos de la provincia de Coronel Portillo,Los pobladores demandan la propiedad de terrenos en los asentamientos humanos.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,114ed609ac2d73562bb10c6652deaba1887bbbe3a91a1171b29964f5414db1fe,gemini,2026-08-28T04:44:19+00:00
3436,"El conflicto involucra a comunidades nativas en Ucayali, quienes se oponen a concesiones forestales y la sobreposición de tierras. Las comunidades afectadas incluyen Churinashi, Jatitza, Azuaya, Betijay, Santa Clara, Alto Tamaya, Nuevo California, Nueva Amazonía de Tomajao, Cametsari, Quipatsi, San Miguel de Chambira, Mariscal Cáceres, Yamino, Sinchi Roca, Puerto Nuevo y Puerto Azul. El INRENA y el PETT son las autoridades involucradas.",,forestal,Churinashi; Jatitza; Azuaya; Betijay; Santa Clara; Alto Tamaya; Nuevo California; Nueva Amazonía de Tomajao; Cametsari; Quipatsi; San Miguel de Chambira; Mariscal Cáceres; Yamino; Sinchi Roca; Puerto Nuevo; Puerto Azul,Las comunidades nativas se oponen a las concesiones forestales y la sobreposición de tierras.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,0aeabab8199a67d37fe1a904a30a746ff62ff1a950a644be56657fe08bb9a3d5,gemini,2026-08-28T04:44:18+00:00
3,"En el distrito de Huancas, provincia de Chachapoyas, el alcalde Eduardo Fausto Dilas Cerna es cuestionado por agrupaciones políticas debido a un proceso judicial por presunta falsificación de firmas para su candidatura. La Defensoría del Pueblo medió para que la autoridad municipal ofreciera expedir una norma para regular los cabildos abiertos. La situación se mantiene en calma mientras culmina el proceso judicial.",,,Huancas,Las agrupaciones políticas cuestionan la gestión municipal y la legitimidad del alcalde.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,d31439a47afad6ee0f38c1257a1adafba26bab3ef46c8a4f1a3e9d4b885e926c,gemini,2026-08-28T04:44:18+00:00
4,"En la provincia de Utcubamba, el alcalde Juan Novoa Flores fue vacado por presuntas irregularidades en su gestión. Posteriormente, el Jurado Nacional de Elecciones lo restituyó en su puesto, generando el rechazo de la población y un paro regional convocado por el Frente Cívico por la Democracia y el Desarrollo.",,,Utcubamba; Bagua Grande,La población cuestiona las presuntas irregularidades en la gestión del alcalde y se opone a su restitución en el cargo.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,ece1ccea32793d51d4498b88983133f0857345d8b69382bdaf281c3a61c6806a,gemini,2026-08-28T04:44:19+00:00
